event	stage	breaker 1 (red)	breaker 2 (blue)	winner	battle rounds	tiebreaker	number of judges	breaker 1 vote count	breaker 2 vote count	tie vote count	tie breaker 1 vote count	tie breaker 2 vote count	tie tie vote count	judge 1 name	judge 2 name	judge 3 name	judge 4 name	judge 5 name	judge 6 name	judge 7 name	judge 8 name	judge 9 name	j1vote	j2vote	j3vote	j4vote	j5vote	j6vote	j7vote	j8vote	j9vote	tiej1vote	tiej2vote	tiej3vote	tiej4vote	tiej5vote	tiej6vote	tiej7vote	tiej8vote	tiej9vote
Championnat de France 2023	B-Boys +16 Top 16 Round Robin Group D	Kidmario	Noé	Noé		no	5	0	5	0				Magnum	Yves	Babyson	Resist	Nabil					blue	blue	blue	blue	blue													
Championnat de France 2023	B-Boys +16 Top 16 Round Robin Group D	Wilfried	Killian	Killian		no	5	0	5	0				Magnum	Yves	Babyson	Resist	Nabil					blue	blue	blue	blue	blue													
Championnat de France 2023	B-Boys +16 Top 16 Round Robin Group D	Wilfried	Noé	Noé		no	5	0	5	0				Magnum	Yves	Babyson	Resist	Nabil					blue	blue	blue	blue	blue													
Championnat de France 2023	B-Boys +16 Top 16 Round Robin Group D	Kidmario	Killian	Killian		no	5	1	4	0				Magnum	Yves	Babyson	Resist	Nabil					red	blue	blue	blue	blue													
Championnat de France 2023	B-Boys +16 Top 16 Round Robin Group D	Wilfried	Kidmario	Wilfried		no	5	4	1	0				Magnum	Yves	Babyson	Resist	Nabil					red	red	red	red	blue													
Championnat de France 2023	B-Boys +16 Top 16 Round Robin Group D	Noé	Killian	Noé		no	5	3	2	0				Babyson	Yves	Nabil	Magnum	Resist					red	red	red	blue	blue													
Championnat de France 2023	B-Boys +16 Top 16 Round Robin Group C	Dylan LO	Martin	Martin		no	5	1	4	0				Magnum	Yves	Babyson	Resist	Nabil					red	blue	blue	blue	blue													
Championnat de France 2023	B-Boys +16 Top 16 Round Robin Group C	Luka	Wali	Luka		no	5	3	2	0				Magnum	Yves	Babyson	Resist	Nabil					red	red	blue	blue	red													
Championnat de France 2023	B-Boys +16 Top 16 Round Robin Group C	Luka	Martin	Luka		no	5	5	0	0				Magnum	Yves	Babyson	Resist	Nabil					red	red	red	red	red													
Championnat de France 2023	B-Boys +16 Top 16 Round Robin Group C	Dylan LO	Wali	Dylan LO		no	5	4	1	0				Magnum	Yves	Babyson	Resist	Nabil					red	red	red	blue	red													
Championnat de France 2023	B-Boys +16 Top 16 Round Robin Group C	Luka	Dylan LO	Luka		no	5	4	1	0				Babyson	Yves	Nabil	Magnum	Resist					red	red	blue	red	red													
Championnat de France 2023	B-Boys +16 Top 16 Round Robin Group C	Martin	Wali	Martin		no	5	4	1	0				Babyson	Yves	Nabil	Magnum	Resist					red	red	red	red	blue													
Championnat de France 2023	B-Boys +16 Top 16 Round Robin Group B	Mounir	Yassif	Yassif		no	5	1	4	0				Magnum	Yves	Babyson	Resist	Nabil					red	blue	blue	blue	blue													
Championnat de France 2023	B-Boys +16 Top 16 Round Robin Group B	Sekou	Marlone	Marlone		no	5	0	5	0				Magnum	Yves	Babyson	Resist	Nabil					blue	blue	blue	blue	blue													
Championnat de France 2023	B-Boys +16 Top 16 Round Robin Group B	Sekou	Yassif	Yassif		no	5	1	4	0				Magnum	Yves	Babyson	Resist	Nabil					red	blue	blue	blue	blue													
Championnat de France 2023	B-Boys +16 Top 16 Round Robin Group B	Mounir	Marlone	Mounir		no	5	3	2	0				Magnum	Yves	Babyson	Resist	Nabil					red	blue	red	red	blue													
Championnat de France 2023	B-Boys +16 Top 16 Round Robin Group B	Sekou	Mounir	Mounir		no	5	2	3	0				Magnum	Yves	Babyson	Resist	Nabil					blue	red	blue	blue	red													
Championnat de France 2023	B-Boys +16 Top 16 Round Robin Group B	Yassif	Marlone	Marlone		no	5	2	3	0				Babyson	Yves	Nabil	Magnum	Resist					red	blue	blue	red	blue													
Championnat de France 2023	B-Boys +16 Top 16 Round Robin Group A	Nasty	Lucky	Nasty		no	5	5	0	0				Magnum	Yves	Babyson	Resist	Nabil					red	red	red	red	red													
Championnat de France 2023	B-Boys +16 Top 16 Round Robin Group A	Fresh Mez	Dany Dann	Dany Dann		no	5	0	5	0				Magnum	Yves	Babyson	Resist	Nabil					blue	blue	blue	blue	blue													
Championnat de France 2023	B-Boys +16 Top 16 Round Robin Group A	Fresh Mez	Lucky	Lucky		no	5	2	3	0				Magnum	Yves	Babyson	Resist	Nabil					blue	blue	red	red	blue													
Championnat de France 2023	B-Boys +16 Top 16 Round Robin Group A	Nasty	Dany Dann	Dany Dann		no	5	0	5	0				Magnum	Yves	Babyson	Resist	Nabil					blue	blue	blue	blue	blue													
Championnat de France 2023	B-Boys +16 Top 16 Round Robin Group A	Fresh Mez	Nasty	Nasty		no	5	2	3	0				Babyson	Yves	Nabil	Magnum	Resist					red	blue	blue	blue	red													
Championnat de France 2023	B-Boys +16 Top 16 Round Robin Group A	Lucky	Dany Dann	Dany Dann		no	5	0	5	0				Babyson	Yves	Nabil	Magnum	Resist					blue	blue	blue	blue	blue													
Championnat de France 2023	B-Girls +16 Top 16 Round Robin Group D	Mareva	Zouza	Zouza		no	5	0	5	0				Magnum	Yves	Babyson	Resist	Nabil					blue	blue	blue	blue	blue													
Championnat de France 2023	B-Girls +16 Top 16 Round Robin Group D	Lily Rose	Carlota	Carlota		no	5	0	5	0				Magnum	Yves	Babyson	Resist	Nabil					blue	blue	blue	blue	blue													
Championnat de France 2023	B-Girls +16 Top 16 Round Robin Group D	Lily Rose	Zouza	Zouza		no	5	0	5	0				Magnum	Yves	Babyson	Resist	Nabil					blue	blue	blue	blue	blue													
Championnat de France 2023	B-Girls +16 Top 16 Round Robin Group D	Mareva	Carlota	Carlota		no	5	0	5	0				Magnum	Yves	Babyson	Resist	Nabil					blue	blue	blue	blue	blue													
Championnat de France 2023	B-Girls +16 Top 16 Round Robin Group D	Lily Rose	Mareva	Mareva		no	5	1	4	0				Magnum	Yves	Babyson	Resist	Nabil					blue	blue	blue	blue	red													
Championnat de France 2023	B-Girls +16 Top 16 Round Robin Group D	Zouza	Carlota	Carlota		no	5	0	5	0				Magnum	Yves	Babyson	Resist	Nabil					blue	blue	blue	blue	blue													
Championnat de France 2023	B-Girls +16 Top 16 Round Robin Group C	Anna	Ninah	Ninah		no	5	1	4	0				Magnum	Yves	Babyson	Resist	Nabil					blue	blue	blue	red	blue													
Championnat de France 2023	B-Girls +16 Top 16 Round Robin Group C	Romanesque	Syssy	Syssy		no	5	0	5	0				Magnum	Yves	Babyson	Resist	Nabil					blue	blue	blue	blue	blue													
Championnat de France 2023	B-Girls +16 Top 16 Round Robin Group C	Romanesque	Ninah	Ninah		no	5	1	4	0				Magnum	Yves	Babyson	Resist	Nabil					blue	blue	blue	red	blue													
Championnat de France 2023	B-Girls +16 Top 16 Round Robin Group C	Anna	Syssy	Syssy		no	5	0	5	0				Magnum	Yves	Babyson	Resist	Nabil					blue	blue	blue	blue	blue													
Championnat de France 2023	B-Girls +16 Top 16 Round Robin Group C	Romanesque	Anna	Anna		no	5	2	3	0				Magnum	Yves	Babyson	Resist	Nabil					red	red	blue	blue	blue													
Championnat de France 2023	B-Girls +16 Top 16 Round Robin Group C	Ninah	Syssy	Syssy		no	5	0	5	0				Magnum	Yves	Babyson	Resist	Nabil					blue	blue	blue	blue	blue													
Championnat de France 2023	B-Girls +16 Top 16 Round Robin Group B	Célia	Clea	Clea		no	5	2	3	0				Magnum	Yves	Babyson	Resist	Nabil					blue	red	blue	red	blue													
Championnat de France 2023	B-Girls +16 Top 16 Round Robin Group B	Emma	Kimie	Kimie		no	5	0	5	0				Magnum	Yves	Babyson	Resist	Nabil					blue	blue	blue	blue	blue													
Championnat de France 2023	B-Girls +16 Top 16 Round Robin Group B	Emma	Clea	Clea		no	5	1	4	0				Magnum	Yves	Babyson	Resist	Nabil					blue	red	blue	blue	blue													
Championnat de France 2023	B-Girls +16 Top 16 Round Robin Group B	Célia	Kimie	Kimie		no	5	0	5	0				Magnum	Yves	Babyson	Resist	Nabil					blue	blue	blue	blue	blue													
Championnat de France 2023	B-Girls +16 Top 16 Round Robin Group B	Emma	Célia	Emma		no	5	3	2	0				Magnum	Yves	Babyson	Resist	Nabil					blue	red	blue	red	red													
Championnat de France 2023	B-Girls +16 Top 16 Round Robin Group B	Clea	Kimie	Kimie		no	5	0	5	0				Magnum	Yves	Babyson	Resist	Nabil					blue	blue	blue	blue	blue													
Championnat de France 2023	B-Girls +16 Top 16 Round Robin Group A	Warlène	Léonie	Warlène		no	5	5	0	0				Magnum	Yves	Babyson	Resist	Nabil					red	red	red	red	red													
Championnat de France 2023	B-Girls +16 Top 16 Round Robin Group A	Lou Adele	Sarah Bee	Sarah Bee		no	5	0	5	0				Magnum	Yves	Babyson	Resist	Nabil					blue	blue	blue	blue	blue													
Championnat de France 2023	B-Girls +16 Top 16 Round Robin Group A	Lou Adele	Léonie	Léonie		no	5	0	5	0				Magnum	Yves	Babyson	Resist	Nabil					blue	blue	blue	blue	blue													
Championnat de France 2023	B-Girls +16 Top 16 Round Robin Group A	Warlène	Sarah Bee	Sarah Bee		no	5	0	5	0				Magnum	Yves	Babyson	Resist	Nabil					blue	blue	blue	blue	blue													
Championnat de France 2023	B-Girls +16 Top 16 Round Robin Group A	Lou Adele	Warlène	Warlène		no	5	0	5	0				Magnum	Yves	Babyson	Resist	Nabil					blue	blue	blue	blue	blue													
Championnat de France 2023	B-Girls +16 Top 16 Round Robin Group A	Léonie	Sarah Bee	Sarah Bee		no	5	0	5	0				Magnum	Yves	Babyson	Resist	Nabil					blue	blue	blue	blue	blue													
Red Bull BC One Cypher Austria 2023	B-Girls Top 8 Knockout	AirNastya	Sinaya	Sinaya		no	3	1	2	0				Dora	Flearock	Kastet							blue	red	blue															
Red Bull BC One Cypher Austria 2023	B-Girls Top 8 Knockout	SoFly	Sinaya	Sinaya		no	3	0	3	0				Dora	Flearock	Kastet							blue	blue	blue															
Red Bull BC One Cypher Austria 2023	B-Girls Top 8 Knockout	Alinza	AirNastya	AirNastya		no	3	0	3	0				Dora	Flearock	Kastet							blue	blue	blue															
Red Bull BC One Cypher Austria 2023	B-Girls Top 8 Knockout	Sinaya	casc8	Sinaya		no	3	2	1	0				Dora	Flearock	Kastet							red	red	blue															
Red Bull BC One Cypher Austria 2023	B-Girls Top 8 Knockout	SoFly	Ella	SoFly		no	3	3	0	0				Dora	Flearock	Kastet							red	red	red															
Red Bull BC One Cypher Austria 2023	B-Girls Top 8 Knockout	Blanca	AirNastya	AirNastya		no	3	0	3	0				Dora	Flearock	Kastet							blue	blue	blue															
Red Bull BC One Cypher Austria 2023	B-Girls Top 8 Knockout	Tatiana	Alinza	Alinza		no	3	0	3	0				Dora	Flearock	Kastet							blue	blue	blue															
Red Bull BC One Cypher Austria 2023	B-Boys Top 16 Knockout	Amin Drillz	Hynamite	Hynamite		no	3	1	2	0				Kastet	Flearock	Dora							blue	red	blue															
Red Bull BC One Cypher Austria 2023	B-Boys Top 16 Knockout	Sigma	Hynamite	Hynamite		no	3	1	2	0				Kastet	Flearock	Dora							blue	red	blue															
Red Bull BC One Cypher Austria 2023	B-Boys Top 16 Knockout	Koda	Amin Drillz	Amin Drillz		no	3	0	3	0				Kastet	Flearock	Dora							blue	blue	blue															
Red Bull BC One Cypher Austria 2023	B-Boys Top 16 Knockout	El Vasi	Hynamite	Hynamite		no	3	0	3	0				Kastet	Flearock	Dora							blue	blue	blue															
Red Bull BC One Cypher Austria 2023	B-Boys Top 16 Knockout	Ghostface	Sigma	Sigma		no	3	0	2	1				Kastet	Flearock	Dora							tie	blue	blue															
Red Bull BC One Cypher Austria 2023	B-Boys Top 16 Knockout	Pain	Amin Drillz	Amin Drillz		no	3	0	3	0				Kastet	Flearock	Dora							blue	blue	blue															
Red Bull BC One Cypher Austria 2023	B-Boys Top 16 Knockout	Rocknroli	Koda	Koda		no	3	1	2	0				Kastet	Flearock	Dora							blue	blue	red															
Red Bull BC One Cypher Austria 2023	B-Boys Top 16 Knockout	Hynamite	Felipe Macanudo	Hynamite		no	3	3	0	0				Kastet	Flearock	Dora							red	red	red															
Red Bull BC One Cypher Austria 2023	B-Boys Top 16 Knockout	Guti	El Vasi	El Vasi		no	3	1	2	0				Kastet	Flearock	Dora							blue	red	blue															
Red Bull BC One Cypher Austria 2023	B-Boys Top 16 Knockout	Valo	Sigma	Sigma		no	3	1	2	0				Kastet	Flearock	Dora							blue	blue	red															
Red Bull BC One Cypher Austria 2023	B-Boys Top 16 Knockout	Flo	Ghostface	Ghostface		no	3	1	2	0				Kastet	Flearock	Dora							blue	blue	red															
Red Bull BC One Cypher Austria 2023	B-Boys Top 16 Knockout	Amin Drillz	Julien	Amin Drillz		no	3	3	0	0				Kastet	Flearock	Dora							red	red	red															
Red Bull BC One Cypher Austria 2023	B-Boys Top 16 Knockout	Kelt	Pain	Pain		no	3	0	3	0				Kastet	Flearock	Dora							blue	blue	blue															
Red Bull BC One Cypher Austria 2023	B-Boys Top 16 Knockout	Coolboy	Koda	Koda		no	3	0	3	0				Kastet	Flearock	Dora							blue	blue	blue															
Red Bull BC One Cypher Austria 2023	B-Boys Top 16 Knockout	Rocknroli	Istwan	Rocknroli		no	3	2	1	0				Kastet	Flearock	Dora							blue	red	red															
Red Bull BC One Cypher Holland 2023	B-Boys Top 16 Knockout	Kid Colombia	Cis	Kid Colombia		no	3	3	0	0				El Niño	Roxy	Menno							red	red	red															
Red Bull BC One Cypher Holland 2023	B-Boys Top 16 Knockout	Cis	Nazgul	Cis		no	3	3	0	0				El Niño	Roxy	Menno							red	red	red															
Red Bull BC One Cypher Holland 2023	B-Boys Top 16 Knockout	Stepper	Kid Colombia	Kid Colombia		no	3	0	3	0				El Niño	Roxy	Menno							blue	blue	blue															
Red Bull BC One Cypher Holland 2023	B-Boys Top 16 Knockout	Toby	Nazgul	Nazgul		no	3	0	3	0				El Niño	Roxy	Menno							blue	blue	blue															
Red Bull BC One Cypher Holland 2023	B-Boys Top 16 Knockout	Cis	Timbo	Cis		no	3	3	0	0				El Niño	Roxy	Menno							red	red	red															
Red Bull BC One Cypher Holland 2023	B-Boys Top 16 Knockout	IT	Kid Colombia	Kid Colombia		no	3	0	3	0				El Niño	Roxy	Menno							blue	blue	blue															
Red Bull BC One Cypher Holland 2023	B-Boys Top 16 Knockout	Tawfiq	Stepper	Stepper		no	3	1	2	0				El Niño	Roxy	Menno							blue	red	blue															
Red Bull BC One Cypher Holland 2023	B-Boys Top 16 Knockout	Nazgul	Liam	Nazgul		no	3	3	0	0				El Niño	Roxy	Menno							red	red	red															
Red Bull BC One Cypher Holland 2023	B-Boys Top 16 Knockout	Kenji	Toby	Toby		no	3	1	2	0				El Niño	Roxy	Menno							red	blue	blue															
Red Bull BC One Cypher Holland 2023	B-Boys Top 16 Knockout	Timbo	Bentwood	Timbo		no	3	2	1	0				El Niño	Roxy	Menno							red	blue	red															
Red Bull BC One Cypher Holland 2023	B-Boys Top 16 Knockout	Cis	Levi	Cis		no	3	2	1	0				El Niño	Roxy	Menno							red	blue	red															
Red Bull BC One Cypher Holland 2023	B-Boys Top 16 Knockout	HD	Kid Colombia	Kid Colombia		no	3	0	3	0				El Niño	Roxy	Menno							blue	blue	blue															
Red Bull BC One Cypher Holland 2023	B-Boys Top 16 Knockout	IT	Legove	IT		no	3	3	0	0				El Niño	Roxy	Menno							red	red	red															
Red Bull BC One Cypher Holland 2023	B-Boys Top 16 Knockout	Stepper	Bwanna	Stepper		no	3	3	0	0				El Niño	Roxy	Menno							red	red	red															
Red Bull BC One Cypher Holland 2023	B-Boys Top 16 Knockout	Tawfiq	Dullart	Tawfiq		no	3	2	1	0				El Niño	Roxy	Menno							blue	red	red															
Red Bull BC One Cypher Holland 2023	B-Girls Top 8 Knockout	Jazzy	Pauline	Pauline		no	3	0	3	0				El Niño	Roxy	Menno							blue	blue	blue															
Red Bull BC One Cypher Holland 2023	B-Girls Top 8 Knockout	Cha-Ja	Pauline	Pauline		no	3	1	2	0				El Niño	Roxy	Menno							blue	blue	red															
Red Bull BC One Cypher Holland 2023	B-Girls Top 8 Knockout	Jazzy	Zoe	Jazzy		no	3	2	1	0				El Niño	Roxy	Menno							red	blue	red															
Red Bull BC One Cypher Holland 2023	B-Girls Top 8 Knockout	Evita	Pauline	Pauline		no	3	0	3	0				El Niño	Roxy	Menno							blue	blue	blue															
Red Bull BC One Cypher Holland 2023	B-Girls Top 8 Knockout	Cha-Ja	Spooky	Cha-Ja		no	3	3	0	0				El Niño	Roxy	Menno							red	red	red															
Red Bull BC One Cypher Holland 2023	B-Girls Top 8 Knockout	Zoe	Vicky	Zoe		no	3	3	0	0				El Niño	Roxy	Menno							red	red	red															
Red Bull BC One Cypher Holland 2023	B-Girls Top 8 Knockout	Jazzy	Rocks	Jazzy		no	3	3	0	0				El Niño	Roxy	Menno							red	red	red															
Red Bull BC One Cypher Poland 2023	B-Boys Top 16 Knockout	Kangur	Geru	Kangur		no	3	3	0	0				Decó	Killa Kim	Junior							red	red	red															
Red Bull BC One Cypher Poland 2023	B-Boys Top 16 Knockout	Geru	Minigun	Geru		no	3	2	1	0				Decó	Killa Kim	Junior							red	blue	red															
Red Bull BC One Cypher Poland 2023	B-Boys Top 16 Knockout	Jee Ess	Kangur	Kangur		no	3	1	2	0				Decó	Killa Kim	Junior							red	blue	blue															
Red Bull BC One Cypher Poland 2023	B-Boys Top 16 Knockout	Minigun	Gieras	Minigun		no	3	2	1	0				Decó	Killa Kim	Junior							blue	red	red															
Red Bull BC One Cypher Poland 2023	B-Boys Top 16 Knockout	Bartek	Geru	Geru		no	3	1	2	0				Decó	Killa Kim	Junior							blue	blue	red															
Red Bull BC One Cypher Poland 2023	B-Boys Top 16 Knockout	Nikita	Kangur	Kangur		no	3	0	3	0				Decó	Killa Kim	Junior							blue	blue	blue															
Red Bull BC One Cypher Poland 2023	B-Boys Top 16 Knockout	Mysliwy	Jee Ess	Jee Ess		no	3	0	3	0				Decó	Killa Kim	Junior							blue	blue	blue															
Red Bull BC One Cypher Poland 2023	B-Boys Top 16 Knockout	Gieras	Chorzel	Gieras		no	3	3	0	0				Decó	Killa Kim	Junior							red	red	red															
Red Bull BC One Cypher Poland 2023	B-Boys Top 16 Knockout	Minigun	Lil Drill	Minigun		no	3	3	0	0				Decó	Killa Kim	Junior							red	red	red															
Red Bull BC One Cypher Poland 2023	B-Boys Top 16 Knockout	Geru	Zawisza	Geru		no	3	2	1	0				Decó	Killa Kim	Junior							blue	red	red															
Red Bull BC One Cypher Poland 2023	B-Boys Top 16 Knockout	Amstaff	Bartek	Bartek		no	3	0	3	0				Decó	Killa Kim	Junior							blue	blue	blue															
Red Bull BC One Cypher Poland 2023	B-Boys Top 16 Knockout	2Haj	Kangur	Kangur		no	3	0	3	0				Decó	Killa Kim	Junior							blue	blue	blue															
Red Bull BC One Cypher Poland 2023	B-Boys Top 16 Knockout	Martin	Nikita	Nikita		no	3	0	3	0				Decó	Killa Kim	Junior							blue	blue	blue															
Red Bull BC One Cypher Poland 2023	B-Boys Top 16 Knockout	Brzoza	Jee Ess	Jee Ess		no	3	0	3	0				Decó	Killa Kim	Junior							blue	blue	blue															
Red Bull BC One Cypher Poland 2023	B-Boys Top 16 Knockout	Mysliwy	Mefedroniks	Mysliwy		no	3	3	0	0				Decó	Killa Kim	Junior							red	red	red															
Red Bull BC One Cypher Poland 2023	B-Girls Top 8 Knockout	Mery Berry	Paulina	Paulina		no	3	0	3	0				Decó	Killa Kim	Junior							blue	blue	blue															
Red Bull BC One Cypher Poland 2023	B-Girls Top 8 Knockout	Anka	Paulina	Paulina		no	3	0	3	0				Decó	Killa Kim	Junior							blue	blue	blue															
Red Bull BC One Cypher Poland 2023	B-Girls Top 8 Knockout	Mery Berry	Houston	Mery Berry		no	3	3	0	0				Decó	Killa Kim	Junior							red	red	red															
Red Bull BC One Cypher Poland 2023	B-Girls Top 8 Knockout	Maylo	Paulina	Paulina		no	3	0	3	0				Decó	Killa Kim	Junior							blue	blue	blue															
Red Bull BC One Cypher Poland 2023	B-Girls Top 8 Knockout	Anka	Domka	Anka		no	3	3	0	0				Decó	Killa Kim	Junior							red	red	red															
Red Bull BC One Cypher Poland 2023	B-Girls Top 8 Knockout	Darion	Houston	Houston		no	3	1	2	0				Decó	Killa Kim	Junior							blue	blue	red															
Red Bull BC One Cypher Poland 2023	B-Girls Top 8 Knockout	Mery Berry	Sandi	Mery Berry		no	3	3	0	0				Decó	Killa Kim	Junior							red	red	red															
Red Bull BC One World Final Last Chance Cypher 2022	B-Girls Top 16 Knockout	Alessandrina	Paulina	Alessandrina		no	5	5	0	0				Vicious	Valentine	Flearock	Dora	Differ					red	red	red	red	red													
Red Bull BC One World Final Last Chance Cypher 2022	B-Girls Top 16 Knockout	Vanessa	Paulina	Paulina		no	5	0	5	0				Vicious	Valentine	Flearock	Dora	Differ					blue	blue	blue	blue	blue													
Red Bull BC One World Final Last Chance Cypher 2022	B-Girls Top 16 Knockout	Sunny	Alessandrina	Alessandrina		no	5	2	3	0				Vicious	Valentine	Flearock	Dora	Differ					red	blue	blue	red	blue													
Red Bull BC One World Final Last Chance Cypher 2022	B-Girls Top 16 Knockout	Paulina	SashaFox	Paulina		no	5	5	0	0				Vicious	Valentine	Flearock	Dora	Differ					red	red	red	red	red													
Red Bull BC One World Final Last Chance Cypher 2022	B-Girls Top 16 Knockout	Vanessa	Yurie	Vanessa		no	5	4	1	0				Vicious	Valentine	Flearock	Dora	Differ					red	blue	red	red	red													
Red Bull BC One World Final Last Chance Cypher 2022	B-Girls Top 16 Knockout	Alessandrina	Sayora	Alessandrina		no	5	4	1	0				Vicious	Valentine	Flearock	Dora	Differ					red	blue	red	red	red													
Red Bull BC One World Final Last Chance Cypher 2022	B-Girls Top 16 Knockout	Sunny	Camine	Sunny		no	5	4	1	0				Vicious	Valentine	Flearock	Dora	Differ					red	red	blue	red	red													
Red Bull BC One World Final Last Chance Cypher 2022	B-Girls Top 16 Knockout	SashaFox	Maia	SashaFox		no	5	3	2	0				Vicious	Valentine	Flearock	Dora	Differ					blue	blue	red	red	red													
Red Bull BC One World Final Last Chance Cypher 2022	B-Girls Top 16 Knockout	Sidi	Paulina	Paulina		no	5	0	5	0				Vicious	Valentine	Flearock	Dora	Differ					blue	blue	blue	blue	blue													
Red Bull BC One World Final Last Chance Cypher 2022	B-Girls Top 16 Knockout	Cha-Ja	Yurie	Yurie		no	5	2	3	0				Vicious	Valentine	Flearock	Dora	Differ					red	blue	blue	blue	red													
Red Bull BC One World Final Last Chance Cypher 2022	B-Girls Top 16 Knockout	Vanessa	Furia	Vanessa		no	5	5	0	0				Vicious	Valentine	Flearock	Dora	Differ					red	red	red	red	red													
Red Bull BC One World Final Last Chance Cypher 2022	B-Girls Top 16 Knockout	Sayora	R Ning	Sayora		no	5	5	0	0				Vicious	Valentine	Flearock	Dora	Differ					red	red	red	red	red													
Red Bull BC One World Final Last Chance Cypher 2022	B-Girls Top 16 Knockout	Carlota	Alessandrina	Alessandrina		no	5	2	3	0				Vicious	Valentine	Flearock	Dora	Differ					red	blue	blue	red	blue													
Red Bull BC One World Final Last Chance Cypher 2022	B-Girls Top 16 Knockout	Camine	Roxy	Roxy		no	5	2	3	0				Vicious	Valentine	Flearock	Dora	Differ					red	red	blue	blue	blue													
Red Bull BC One World Final Last Chance Cypher 2022	B-Girls Top 16 Knockout	Sunny	El Mamouny	Sunny		no	5	5	0	0				Vicious	Valentine	Flearock	Dora	Differ					red	red	red	red	red													
Red Bull BC One World Final Last Chance Cypher 2022	B-Boys Top 16 Knockout	Lil Zoo	Wigor	Lil Zoo		no	5	5	0	0				Vicious	Valentine	Flearock	Dora	Differ					red	red	red	red	red													
Red Bull BC One World Final Last Chance Cypher 2022	B-Boys Top 16 Knockout	Mighty Jim	Wigor	Wigor		no	5	2	3	0				Vicious	Valentine	Flearock	Dora	Differ					red	blue	red	blue	blue													
Red Bull BC One World Final Last Chance Cypher 2022	B-Boys Top 16 Knockout	Lil Zoo	Illz	Lil Zoo		no	5	5	0	0				Vicious	Valentine	Flearock	Dora	Differ					red	red	red	red	red													
Red Bull BC One World Final Last Chance Cypher 2022	B-Boys Top 16 Knockout	Ali	Wigor	Wigor		no	5	2	3	0				Vicious	Valentine	Flearock	Dora	Differ					red	blue	blue	red	blue													
Red Bull BC One World Final Last Chance Cypher 2022	B-Boys Top 16 Knockout	Mini Joe	Mighty Jim	Mighty Jim		no	5	1	4	0				Vicious	Valentine	Flearock	Dora	Differ					blue	blue	red	blue	blue													
Red Bull BC One World Final Last Chance Cypher 2022	B-Boys Top 16 Knockout	Ozzi	Illz	Illz		no	5	1	4	0				Vicious	Valentine	Flearock	Dora	Differ					blue	blue	red	blue	blue													
Red Bull BC One World Final Last Chance Cypher 2022	B-Boys Top 16 Knockout	Issin	Lil Zoo	Lil Zoo		no	5	2	3	0				Vicious	Valentine	Flearock	Dora	Differ					red	blue	blue	red	blue													
Red Bull BC One World Final Last Chance Cypher 2022	B-Boys Top 16 Knockout	Wigor	Create	Wigor		no	5	5	0	0				Vicious	Valentine	Flearock	Dora	Differ					red	red	red	red	red													
Red Bull BC One World Final Last Chance Cypher 2022	B-Boys Top 16 Knockout	Mathis	Ali	Ali		no	5	0	5	0				Vicious	Valentine	Flearock	Dora	Differ					blue	blue	blue	blue	blue													
Red Bull BC One World Final Last Chance Cypher 2022	B-Boys Top 16 Knockout	Mighty Jim	Cri6	Mighty Jim		no	5	3	1	1				Vicious	Valentine	Flearock	Dora	Differ					red	red	tie	red	blue													
Red Bull BC One World Final Last Chance Cypher 2022	B-Boys Top 16 Knockout	Mini Joe	Jester	Mini Joe		no	5	5	0	0				Vicious	Valentine	Flearock	Dora	Differ					red	red	red	red	red													
Red Bull BC One World Final Last Chance Cypher 2022	B-Boys Top 16 Knockout	Illz	Leony	Illz		no	5	5	0	0				Vicious	Valentine	Flearock	Dora	Differ					red	red	red	red	red													
Red Bull BC One World Final Last Chance Cypher 2022	B-Boys Top 16 Knockout	Ozzi	Onel	Ozzi		no	5	4	1	0				Vicious	Valentine	Flearock	Dora	Differ					red	red	red	blue	red													
Red Bull BC One World Final Last Chance Cypher 2022	B-Boys Top 16 Knockout	Lil Zoo	Flying Machine	Lil Zoo		no	5	5	0	0				Vicious	Valentine	Flearock	Dora	Differ					red	red	red	red	red													
Red Bull BC One World Final Last Chance Cypher 2022	B-Boys Top 16 Knockout	Issin	Daga	Issin		no	5	5	0	0				Vicious	Valentine	Flearock	Dora	Differ					red	red	red	red	red													
Red Bull BC One World Final 2022	B-Girls Top 16 Knockout	India	Logistx	India		no	5	3	2	0				Sick	FabGirl	Jey	Ayumi	Kid Glyde					blue	red	red	red	blue													
Red Bull BC One World Final 2022	B-Girls Top 16 Knockout	Sunny	Logistx	Logistx		no	5	2	3	0				Sick	FabGirl	Jey	Ayumi	Kid Glyde					blue	red	blue	red	blue													
Red Bull BC One World Final 2022	B-Girls Top 16 Knockout	671	India	India		no	5	1	4	0				Sick	FabGirl	Jey	Ayumi	Kid Glyde					blue	red	blue	blue	blue													
Red Bull BC One World Final 2022	B-Girls Top 16 Knockout	Anti	Logistx	Logistx		no	5	2	3	0				Sick	FabGirl	Jey	Ayumi	Kid Glyde					red	red	blue	blue	blue													
Red Bull BC One World Final 2022	B-Girls Top 16 Knockout	Sunny	Kimie	Sunny		no	5	5	0	0				Sick	FabGirl	Jey	Ayumi	Kid Glyde					red	red	red	red	red													
Red Bull BC One World Final 2022	B-Girls Top 16 Knockout	Swami	India	India		no	5	0	5	0				Sick	FabGirl	Jey	Ayumi	Kid Glyde					blue	blue	blue	blue	blue													
