event,stage,breaker 1 (red),breaker 2 (blue),winner,battle rounds,number of judges,breaker 1 round wins,breaker 2 round wins,breaker 1 vote count,breaker 2 vote count,judge 1 name ,judge 2 name,judge 3 name,judge 4 name,judge 5 name,judge 6 name ,judge 7 name,judge 8 name,judge 9 name,r1j1over,r1j2over,r1j3over,r1j4over,r1j5over,r1j6over,r1j7over,r1j8over,r1j9over,r2j1over,r2j2over,r2j3over,r2j4over,r2j5over,r2j6over,r2j7over,r2j8over,r2j9over,r3j1over,r3j2over,r3j3over,r3j4over,r3j5over,r3j6over,r3j7over,r3j8over,r3j9over,r4j1over,r4j2over,r4j3over,r4j4over,r4j5over,r4j6over,r4j7over,r4j8over,r4j9over,,,,,
BOTY Balkan 2019,1vs1 B-Boy Battle Top 16 Knock-Out,Ven,Tsili Smile,Ven,3,3,2,1,5,4,Bojin,Moy,Lil Zoo,,,,,,,29,3,18,,,,,,,21,-10,-13,,,,,,,-30,-14,-12,,,,,,,,,,,,,,,,,,,,
BOTY Balkan 2019,1vs1 B-Boy Battle Top 16 Knock-Out,Kelment,Onel,Onel,2,3,0,2,0,6,Bojin,Moy,Lil Zoo,,,,,,,27,5,24,,,,,,,47,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOTY Balkan 2019,1vs1 B-Boy Battle Top 16 Knock-Out,Zoob,Papov,Zoob,2,3,2,0,6,0,Bojin,Moy,Lil Zoo,,,,,,,-16,-14,-36,,,,,,,-9,-5,-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOTY Balkan 2019,1vs1 B-Boy Battle Top 16 Knock-Out,Revo,Pyro,Revo,3,3,2,1,7,2,Bojin,Moy,Lil Zoo,,,,,,,9,2,-19,,,,,,,-14,-3,-23,,,,,,,-14,-5,-20,,,,,,,,,,,,,,,,,,,,
BOTY Balkan 2019,1vs1 B-Boy Battle Top 16 Knock-Out,Wisco,Wizdoom,Wizdoom,2,3,0,2,1,5,Bojin,Moy,Lil Zoo,,,,,,,35,9,23,,,,,,,26,2,-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOTY Balkan 2019,1vs1 B-Boy Battle Top 16 Knock-Out,Shifter,Mighty Jim,Mighty Jim,2,3,0,2,0,6,Bojin,Moy,Lil Zoo,,,,,,,29,30,34,,,,,,,18,9,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOTY Balkan 2019,1vs1 B-Boy Battle Top 16 Knock-Out,Reptile,Drain,Drain,2,3,0,2,0,6,Bojin,Moy,Lil Zoo,,,,,,,28,7,23,,,,,,,27,6,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOTY Balkan 2019,1vs1 B-Boy Battle Top 16 Knock-Out,Zero,Luwees,Zero,3,3,2,1,5,4,Bojin,Moy,Lil Zoo,,,,,,,16,12,21,,,,,,,-26,-3,-25,,,,,,,-12,6,-20,,,,,,,,,,,,,,,,,,,,
Austrian Hip Hop Championship 2019,1vs1 Breaking ADULTS Top 8 Knock-Out,K.Y.S.,Ibot,K.Y.S.,3,3,2,1,5,4,Sezai,Parrish,Afrokilla,,,,,,,14,15,-5,,,,,,,-5,4,-3,,,,,,,-2,-9,9,,,,,,,,,,,,,,,,,,,,
Austrian Hip Hop Championship 2019,1vs1 Breaking ADULTS Top 8 Knock-Out,Jin,Ibot,Ibot,2,3,0,2,1,5,Parrish,Sezai,Afrokilla,,,,,,,14,-5,3,,,,,,,5,7,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austrian Hip Hop Championship 2019,1vs1 Breaking ADULTS Top 8 Knock-Out,Philmo,K.Y.S.,K.Y.S.,2,3,0,2,1,5,Parrish,Sezai,Afrokilla,,,,,,,5,69,100,,,,,,,-3,52,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austrian Hip Hop Championship 2019,1vs1 Breaking ADULTS Top 8 Knock-Out,Caspar,Ibot,Ibot,2,3,0,2,0,6,Parrish,Sezai,Afrokilla,,,,,,,42,96,100,,,,,,,76,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austrian Hip Hop Championship 2019,1vs1 Breaking ADULTS Top 8 Knock-Out,Rokid,Jin,Jin,2,3,0,2,1,5,Parrish,Sezai,Afrokilla,,,,,,,2,19,-9,,,,,,,2,100,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austrian Hip Hop Championship 2019,1vs1 Breaking ADULTS Top 8 Knock-Out,K.Y.S.,KoAar,K.Y.S.,2,3,2,0,6,0,Parrish,Sezai,Afrokilla,,,,,,,-28,-95,-100,,,,,,,-6,-98,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austrian Hip Hop Championship 2019,1vs1 Breaking ADULTS Top 8 Knock-Out,Philmo,Vresh,Philmo,2,3,2,0,6,0,Parrish,Sezai,Afrokilla,,,,,,,-22,-24,-100,,,,,,,-40,-7,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austrian Hip Hop Championship 2019,1vs1 Breaking JUNIORS Top 8 Knock-Out,Lee-On,Miro,Miro,2,3,0,2,1,5,Afrokilla,Chris Cross,Sezai,,,,,,,5,58,64,,,,,,,-5,62,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austrian Hip Hop Championship 2019,1vs1 Breaking JUNIORS Top 8 Knock-Out,Sakul,Miro,Miro,2,3,0,2,0,6,Afrokilla,Chris Cross,Sezai,,,,,,,6,84,58,,,,,,,19,79,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austrian Hip Hop Championship 2019,1vs1 Breaking JUNIORS Top 8 Knock-Out,Oli,Lee-On,Lee-On,2,3,0,2,0,6,Afrokilla,Chris Cross,Sezai,,,,,,,100,71,77,,,,,,,100,74,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austrian Hip Hop Championship 2019,1vs1 Breaking JUNIORS Top 8 Knock-Out,Rico,Miro,Miro,1,3,0,1,0,3,Afrokilla,Chris Cross,Sezai,,,,,,,100,62,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austrian Hip Hop Championship 2019,1vs1 Breaking JUNIORS Top 8 Knock-Out,Sakul,Anakin,Sakul,1,3,1,0,3,0,Afrokilla,Chris Cross,Sezai,,,,,,,-100,-49,-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austrian Hip Hop Championship 2019,1vs1 Breaking JUNIORS Top 8 Knock-Out,Lee-On,Anna-Lia,Lee-On,1,3,1,0,3,0,Afrokilla,Chris Cross,Sezai,,,,,,,-100,-40,-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austrian Hip Hop Championship 2019,1vs1 Breaking JUNIORS Top 8 Knock-Out,Maik MD,Oli,Oli,1,3,0,1,0,3,Afrokilla,Chris Cross,Sezai,,,,,,,7,58,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BC One Austra 2019,1vs1 BGirls Top 8 Knock-Out,Esthalavista,Sina,Esthalavista,2,3,2,0,5,1,Lil Zoo,Sarah Bee,Junior,,,,,,,6,-64,-5,,,,,,,-3,-15,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BC One Austra 2019,1vs1 BGirls Top 8 Knock-Out,Sinaya,Dora,Dora,2,3,0,2,1,5,Lil Zoo,Sarah Bee,Junior,,,,,,,22,60,12,,,,,,,-21,83,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BC One Austra 2019,1vs1 BGirls Top 8 Knock-Out,Ella,Sina,Sina,2,3,0,2,0,6,Lil Zoo,Sarah Bee,Junior,,,,,,,61,99,32,,,,,,,100,99,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BC One Austra 2019,1vs1 BGirls Top 8 Knock-Out,Esthalavista,Jacky,Esthalavista,2,3,2,0,6,0,Lil Zoo,Sarah Bee,Junior,,,,,,,-43,-100,-20,,,,,,,-44,-100,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BC One Austra 2019,1vs1 BGirls Top 8 Knock-Out,Dora,Anna,Dora,2,3,2,0,5,1,Lil Zoo,Sarah Bee,Junior,,,,,,,-66,-100,13,,,,,,,-100,-100,-61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BC One Austra 2019,1vs1 BGirls Top 8 Knock-Out,Sinaya,Dncll,Sinaya,2,3,2,0,4,2,Lil Zoo,Sarah Bee,Junior,,,,,,,-7,-3,8,,,,,,,-7,100,-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BC One Austra 2019,1vs1 Red Bull BC One Cypher Austria (Qualifier) Top 22 Knock-Out,Killapain,Lil Sunji,Killapain,2,3,2,0,6,0,Lil Zoo,Sarah Bee,Junior,,,,,,,-87,-38,-19,,,,,,,-49,-14,-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BC One Austra 2019,1vs1 Red Bull BC One Cypher Austria (Qualifier) Top 22 Knock-Out,EL Vasi,Avatar Joe,Avatar Joe,2,3,0,2,1,5,Lil Zoo,Sarah Bee,Junior,,,,,,,62,-15,7,,,,,,,60,98,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BC One Austra 2019,1vs1 Red Bull BC One Cypher Austria (Qualifier) Top 22 Knock-Out,Miracle Smile,Pechino,Miracle Smile,2,3,2,0,6,0,Lil Zoo,Sarah Bee,Junior,,,,,,,-24,-54,-21,,,,,,,-100,-33,-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BC One Austra 2019,1vs1 Red Bull BC One Cypher Austria (Qualifier) Top 22 Knock-Out,Smashrok,Patrix,Patrix,2,3,0,2,0,6,Lil Zoo,Sarah Bee,Junior,,,,,,,31,14,8,,,,,,,89,68,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BC One Austra 2019,1vs1 Red Bull BC One Cypher Austria (Qualifier) Top 22 Knock-Out,Animus,Tik,Animus,2,3,2,0,4,2,Lil Zoo,Sarah Bee,Junior,,,,,,,41,-51,-12,,,,,,,-52,16,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BC One Austra 2019,1vs1 Red Bull BC One Cypher Austria (Qualifier) Top 22 Knock-Out,Intus,K.Y.S.,Intus,2,3,2,0,4,2,Lil Zoo,Sarah Bee,Junior,,,,,,,-23,7,-17,,,,,,,41,-17,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BC One Austra 2019,1vs1 Red Bull BC One Cypher Austria (Qualifier) Top 22 Knock-Out,Zappel,Funky C,Funky C,2,3,0,2,1,5,Lil Zoo,Sarah Bee,Junior,,,,,,,100,34,-4,,,,,,,41,100,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BC One Austra 2019,1vs1 Red Bull BC One Cypher Austria (Qualifier) Top 22 Knock-Out,Design,Rock Lee,Rock Lee,2,3,0,2,0,6,Lil Zoo,Sarah Bee,Junior,,,,,,,8,2,4,,,,,,,30,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BC One Austra 2019,1vs1 Red Bull BC One Cypher Austria (Qualifier) Top 22 Knock-Out,Showtime,Töma,Töma,2,3,0,2,0,6,Lil Zoo,Sarah Bee,Junior,,,,,,,28,37,14,,,,,,,33,73,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BC One Austra 2019,1vs1 Red Bull BC One Cypher Austria (Qualifier) Top 22 Knock-Out,Ibot,Ghostface,Ghostface,2,3,0,2,0,6,Lil Zoo,Sarah Bee,Junior,,,,,,,11,97,16,,,,,,,26,100,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BC One Austra 2019,1vs1 Red Bull BC One Cypher Austria (Qualifier) Top 22 Knock-Out,Rock'n'Rolli,Happy1,Rock'n'Rolli,2,3,2,0,5,1,Lil Zoo,Sarah Bee,Junior,,,,,,,-24,-66,10,,,,,,,-29,-100,-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLB Winter Festival 2019,1vs1 Kids Top 8 Knock-Out,Wolf,Gustas,Gustas,3,3,0,3,0,9,Poe One,Focus,Wicket,,,,,,,40,20,24,,,,,,,26,29,13,,,,,,,23,24,17,,,,,,,,,,,,,,,,,,,,
TLB Winter Festival 2019,1vs1 Kids Top 8 Knock-Out,Lil Deady,Gustas,Gustas,2,3,0,2,0,6,Poe One,Focus,Wicket,,,,,,,45,82,82,,,,,,,52,70,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLB Winter Festival 2019,1vs1 Kids Top 8 Knock-Out,Wolf,Point,Wolf,2,3,2,0,6,0,Poe One,Focus,Wicket,,,,,,,-13,-61,-66,,,,,,,-21,-31,-49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLB Winter Festival 2019,1vs1 Kids Top 8 Knock-Out,Lee-on,Gustas,Gustas,2,3,0,2,0,6,Poe One,Focus,Wicket,,,,,,,62,56,63,,,,,,,65,47,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLB Winter Festival 2019,1vs1 Kids Top 8 Knock-Out,Lil Deady,Djibril,Lil Deady,2,3,2,0,6,0,Poe One,Focus,Wicket,,,,,,,-44,-44,-39,,,,,,,-10,-18,-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLB Winter Festival 2019,1vs1 Kids Top 8 Knock-Out,Pauk,Point,Point,3,3,1,2,5,4,Poe One,Focus,Wicket,,,,,,,-17,-20,-35,,,,,,,28,53,-24,,,,,,,37,62,-21,,,,,,,,,,,,,,,,,,,,
TLB Winter Festival 2019,1vs1 Kids Top 8 Knock-Out,Denver,Wolf,Wolf,2,3,0,2,2,4,Poe One,Focus,Wicket,,,,,,,47,32,-43,,,,,,,54,27,-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLB Winter Festival 2019,1vs1 Undisputed 46 Top 32 Knock-Out,Cheerito,Victor,Victor,3,5,1,2,5,10,Max,Poe One,Focus,Wicket,Renegade,,,,,12,20,23,13,15,,,,,9,23,24,16,19,,,,,-14,-19,-12,-14,-24,,,,,,,,,,,,,,,,,,
TLB Winter Festival 2019,1vs1 Undisputed 46 Top 32 Knock-Out,Victor,Thomaz,Victor,2,5,2,0,10,0,Max,Poe One,Focus,Wicket,Renegade,,,,,-29,-52,-40,-54,-18,,,,,-12,-40,-53,-49,-28,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLB Winter Festival 2019,1vs1 Undisputed 46 Top 32 Knock-Out,Cheerito,Kaê,Cheerito,2,5,2,0,8,2,Max,Poe One,Focus,Wicket,Renegade,,,,,-32,-12,18,-48,16,,,,,-20,-10,-33,-54,-17,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLB Winter Festival 2019,1vs1 Undisputed 46 Top 32 Knock-Out,Tirock,Thomaz,Thomaz,2,5,0,2,1,9,Max,Poe One,Focus,Wicket,Renegade,,,,,12,35,26,34,25,,,,,4,7,36,33,-21,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLB Winter Festival 2019,1vs1 Undisputed 46 Top 32 Knock-Out,ZipRock,Victor,Victor,2,5,0,2,1,9,Max,Poe One,Focus,Wicket,Renegade,,,,,13,54,27,30,22,,,,,12,9,30,41,-23,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLB Winter Festival 2019,1vs1 Undisputed 46 Top 32 Knock-Out,Anton,Kaê,Kaê,2,5,0,2,1,9,Max,Poe One,Focus,Wicket,Renegade,,,,,12,12,-13,24,22,,,,,15,12,17,21,19,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLB Winter Festival 2019,1vs1 Undisputed 46 Top 32 Knock-Out,Nord Diamond,Cheerito,Cheerito,2,5,0,2,3,7,Max,Poe One,Focus,Wicket,Renegade,,,,,16,27,-33,47,26,,,,,-23,7,11,28,-14,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLB Winter Festival 2019,1vs1 Undisputed 46 Top 32 Knock-Out,Thomaz,Jayson,Thomaz,3,5,2,1,7,8,Max,Poe One,Focus,Wicket,Renegade,,,,,45,21,41,-33,14,,,,,-9,8,-44,-28,16,,,,,-13,5,32,-38,-15,,,,,,,,,,,,,,,,,,
TLB Winter Festival 2019,1vs1 Undisputed 46 Top 32 Knock-Out,Tirock,Volodya,Tirock,2,5,2,0,8,2,Max,Poe One,Focus,Wicket,Renegade,,,,,-14,-7,-25,26,15,,,,,-9,-11,-30,-42,-18,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLB Winter Festival 2019,1vs1 Undisputed 46 Top 32 Knock-Out,Victor,Moa,Victor,2,5,2,0,8,2,Max,Poe One,Focus,Wicket,Renegade,,,,,-17,-5,-33,-47,10,,,,,-38,32,-39,-45,-21,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLB Winter Festival 2019,1vs1 Undisputed 46 Top 32 Knock-Out,ZipRock,Mighty Brick,ZipRock,2,5,2,0,10,0,Max,Poe One,Focus,Wicket,Renegade,,,,,-46,-31,-29,-43,-26,,,,,-66,-33,-23,-45,-17,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLB Winter Festival 2019,1vs1 Undisputed 46 Top 32 Knock-Out,Kaê,Twister,Kaê,2,5,2,0,7,3,Max,Poe One,Focus,Wicket,Renegade,,,,,-28,-8,-32,23,-21,,,,,13,-5,-22,35,-15,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLB Winter Festival 2019,1vs1 Undisputed 46 Top 32 Knock-Out,Jerry Metal,Anton,Anton,2,5,0,2,1,9,Max,Poe One,Focus,Wicket,Renegade,,,,,-19,8,29,19,16,,,,,32,42,34,21,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLB Winter Festival 2019,1vs1 Undisputed 46 Top 32 Knock-Out,Daga,Cheerito,Cheerito,2,5,0,2,3,7,Max,Poe One,Focus,Wicket,Renegade,,,,,5,-5,33,-34,16,,,,,-7,34,27,34,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLB Winter Festival 2019,1vs1 Undisputed 46 Top 32 Knock-Out,Prince,Nord Diamond,Nord Diamond,3,5,1,2,3,12,Max,Poe One,Focus,Wicket,Renegade,,,,,-14,36,-27,-52,14,,,,,34,24,29,46,10,,,,,48,22,41,33,16,,,,,,,,,,,,,,,,,,
TLB Winter Festival 2019,1vs1 Undisputed 46 Top 32 Knock-Out,Jayson,Liquid,Jayson,1,3,1,0,2,1,Wicket,Poe One,Focus,,,,,,,46,-11,-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLB Winter Festival 2019,1vs1 Undisputed 46 Top 32 Knock-Out,Redo,Thomaz,Thomaz,1,3,0,1,1,2,Wicket,Poe One,Focus,,,,,,,26,12,-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLB Winter Festival 2019,1vs1 Undisputed 46 Top 32 Knock-Out,Mic Shaggy,Volodya,Volodya,1,3,0,1,1,2,Wicket,Poe One,Focus,,,,,,,54,-2,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLB Winter Festival 2019,1vs1 Undisputed 46 Top 32 Knock-Out,Mihary,Tirock,Tirock,1,3,0,1,0,3,Wicket,Poe One,Focus,,,,,,,52,66,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLB Winter Festival 2019,1vs1 Undisputed 46 Top 32 Knock-Out,Moa,Simy,Moa,1,3,1,0,3,0,Wicket,Poe One,Focus,,,,,,,-53,-64,-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLB Winter Festival 2019,1vs1 Undisputed 46 Top 32 Knock-Out,Koptr,Victor,Victor,1,3,0,1,0,3,Wicket,Poe One,Focus,,,,,,,44,47,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLB Winter Festival 2019,1vs1 Undisputed 46 Top 32 Knock-Out,Mighty Brick,Tim Plus,Mighty Brick,1,3,1,0,2,1,Wicket,Poe One,Focus,,,,,,,57,-34,-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLB Winter Festival 2019,1vs1 Undisputed 46 Top 32 Knock-Out,ZipRock,Dr hill skills,ZipRock,1,3,1,0,3,0,Wicket,Poe One,Focus,,,,,,,-13,-10,-72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLB Winter Festival 2019,1vs1 Undisputed 46 Top 32 Knock-Out,Twister,Xak,Twister,1,3,1,0,2,1,Wicket,Poe One,Focus,,,,,,,-24,-19,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLB Winter Festival 2019,1vs1 Undisputed 46 Top 32 Knock-Out,Kaê,Amazing Troll,Kaê,1,3,1,0,3,0,Wicket,Poe One,Focus,,,,,,,-34,-56,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLB Winter Festival 2019,1vs1 Undisputed 46 Top 32 Knock-Out,Sapa,Anton,Anton,1,3,0,1,0,3,Wicket,Poe One,Focus,,,,,,,14,15,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLB Winter Festival 2019,1vs1 Undisputed 46 Top 32 Knock-Out,Jerry Metal,Spin,Jerry Metal,1,3,1,0,2,1,Wicket,Poe One,Focus,,,,,,,-22,-1,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLB Winter Festival 2019,1vs1 Undisputed 46 Top 32 Knock-Out,Cheerito,Kid Karam,Cheerito,1,3,1,0,2,1,Wicket,Poe One,Focus,,,,,,,-18,-1,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLB Winter Festival 2019,1vs1 Undisputed 46 Top 32 Knock-Out,Daga,Bboy titas,Daga,1,3,1,0,3,0,Wicket,Poe One,Focus,,,,,,,-31,-74,-49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLB Winter Festival 2019,1vs1 Undisputed 46 Top 32 Knock-Out,Nord Diamond,Gieras,Nord Diamond,1,3,1,0,2,1,Wicket,Poe One,Focus,,,,,,,-62,4,-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLB Winter Festival 2019,1vs1 Undisputed 46 Top 32 Knock-Out,Prince,Yung Dave,Prince,1,3,1,0,2,1,Wicket,Poe One,Focus,,,,,,,-73,-10,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBC 2018,1vs1 Kidz Top 16 Knock-Out,GROM,Denver,GROM,3,5,2,1,10,5,Dyzee,The End,Reveal,Thesis,Junior,,,,,9,9,23,11,-6,,,,,-35,-11,-53,9,-10,,,,,-53,-19,-100,-12,-9,,,,,,,,,,,,,,,,,,
ROBC 2018,1vs1 Kidz Top 16 Knock-Out,Angry Boy,Pauk,Pauk,1,5,0,1,0,5,Dyzee,The End,Reveal,Thesis,Junior,,,,,100,51,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBC 2018,1vs1 Kidz Top 16 Knock-Out,Pauk,Denver,Denver,3,5,1,2,4,11,Dyzee,The End,Reveal,Thesis,Junior,,,,,-26,-14,-32,40,14,,,,,4,8,65,46,15,,,,,5,5,56,-10,16,,,,,,,,,,,,,,,,,,
ROBC 2018,1vs1 Kidz Top 16 Knock-Out,Angry Boy,GROM,GROM,2,5,0,2,1,9,Dyzee,The End,Reveal,Thesis,Junior,,,,,15,9,-24,10,27,,,,,22,6,53,22,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBC 2018,1vs1 Kidz Top 16 Knock-Out,Point,Denver,Denver,2,5,0,2,2,8,Dyzee,The End,Reveal,Thesis,Junior,,,,,35,-8,100,24,31,,,,,15,15,88,50,-12,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBC 2018,1vs1 Kidz Top 16 Knock-Out,Pauk,Race,Pauk,2,5,2,0,8,2,Dyzee,The End,Reveal,Thesis,Junior,,,,,-15,-12,46,-13,-20,,,,,13,-10,-45,-20,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBC 2018,1vs1 Kidz Top 16 Knock-Out,Bars,GROM,GROM,2,5,0,2,1,9,Dyzee,The End,Reveal,Thesis,Junior,,,,,30,6,81,61,33,,,,,-38,6,100,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBC 2018,1vs1 Kidz Top 16 Knock-Out,Angry Boy,Rexby,Angry Boy,2,5,2,0,8,2,Dyzee,The End,Reveal,Thesis,Junior,,,,,20,4,-31,-27,-3,,,,,-16,-3,-69,-25,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBC 2018,1vs1 Kidz Top 16 Knock-Out,Mashina,Denver,Denver,2,5,0,2,1,9,Dyzee,The End,Reveal,Thesis,Junior,,,,,52,17,83,11,-9,,,,,29,7,98,24,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBC 2018,1vs1 Kidz Top 16 Knock-Out,Point,Kesl,Point,2,5,2,0,8,2,Dyzee,The End,Reveal,Thesis,Junior,,,,,-34,12,-19,-27,-13,,,,,17,-9,-82,-23,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBC 2018,1vs1 Kidz Top 16 Knock-Out,Race,Boris,Race,2,5,2,0,9,1,Dyzee,The End,Reveal,Thesis,Junior,,,,,-47,2,-60,-25,-14,,,,,-5,-6,-46,-17,-9,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBC 2018,1vs1 Kidz Top 16 Knock-Out,Tori,Pauk,Pauk,3,5,1,2,6,9,Dyzee,The End,Reveal,Thesis,Junior,,,,,-27,-3,23,-33,4,,,,,14,1,-41,25,9,,,,,-22,18,17,-26,12,,,,,,,,,,,,,,,,,,
ROBC 2018,1vs1 Kidz Top 16 Knock-Out,GROM,Boomer,GROM,2,5,2,0,10,0,Dyzee,The End,Reveal,Thesis,Junior,,,,,-15,-9,-32,-26,-20,,,,,-17,-24,-77,-50,-41,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBC 2018,1vs1 Kidz Top 16 Knock-Out,Serzh,Bars,Bars,2,5,0,2,3,7,Dyzee,The End,Reveal,Thesis,Junior,,,,,31,-11,13,-17,18,,,,,29,6,14,25,-11,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBC 2018,1vs1 Kidz Top 16 Knock-Out,King Kong,Rexby,Rexby,3,5,1,2,3,12,Dyzee,The End,Reveal,Thesis,Junior,,,,,-24,16,-15,-18,17,,,,,20,20,51,13,16,,,,,29,25,56,37,22,,,,,,,,,,,,,,,,,,
ROBC 2018,1vs1 Kidz Top 16 Knock-Out,PanKick,Angry Boy,Angry Boy,2,5,0,2,2,8,Dyzee,The End,Reveal,Thesis,Junior,,,,,-5,7,55,20,-17,,,,,40,8,38,23,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBC 2018,1vs1 B-Girl Youth Top 8 Knock-Out,Belka,Uzelok,Uzelok,4,5,0,4,5,15,Dyzee,The End,Reveal,Thesis,Junior,,,,,-12,6,24,51,39,,,,,-18,5,59,42,52,,,,,12,10,58,47,-9,,,,,-15,-6,92,43,25,,,,,,,,,
ROBC 2018,1vs1 B-Girl Youth Top 8 Knock-Out,Lisa,Lizzy,Lizzy,4,5,0,4,1,19,Dyzee,The End,Reveal,Thesis,Junior,,,,,11,9,59,49,15,,,,,-14,23,37,38,9,,,,,11,16,58,28,30,,,,,11,18,47,55,16,,,,,,,,,
ROBC 2018,1vs1 B-Girl Youth Top 8 Knock-Out,Lizzy,Uzelok,Uzelok,2,5,0,2,0,10,Dyzee,The End,Reveal,Thesis,Junior,,,,,25,14,100,42,52,,,,,21,8,100,37,51,,,,,,,,,,,,,,,,,,,,,,,,,,,
