event,stage,breaker 1 (red),breaker 2 (blue),winner,battle rounds,number of judges,breaker 1 round wins,breaker 2 round wins,breaker 1 vote count,breaker 2 vote count,judge 1 name ,judge 2 name,judge 3 name,judge 4 name,judge 5 name,judge 6 name ,judge 7 name,judge 8 name,judge 9 name,r1j1over,r1j2over,r1j3over,r1j4over,r1j5over,r1j6over,r1j7over,r1j8over,r1j9over,r2j1over,r2j2over,r2j3over,r2j4over,r2j5over,r2j6over,r2j7over,r2j8over,r2j9over,r3j1over,r3j2over,r3j3over,r3j4over,r3j5over,r3j6over,r3j7over,r3j8over,r3j9over,r4j1over,r4j2over,r4j3over,r4j4over,r4j5over,r4j6over,r4j7over,r4j8over,r4j9over,,,,,
Outbreak 2017,1vs1 Undisputed Top 32 Knock-Out,Kuzya,Uzeerock,Uzeerock,3,5,1,2,6,9,Reveal,Yan,Casper,Poe One,Renegade,,,,,-82,-10,10,-64,-17,,,,,20,61,18,82,-11,,,,,14,56,34,88,-9,,,,,,,,,,,,,,,,,,
Outbreak 2017,1vs1 Undisputed Top 32 Knock-Out,Victor,Thomaz,Victor,2,5,2,0,9,1,Reveal,Yan,Casper,Poe One,Renegade,,,,,-14,-75,10,-96,-15,,,,,-100,-100,-100,-100,-43,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outbreak 2017,1vs1 Undisputed Top 32 Knock-Out,Lussy Sky,Uzeerock,Uzeerock,2,5,0,2,1,9,Reveal,Yan,Casper,Poe One,Renegade,,,,,25,35,-13,86,13,,,,,100,100,100,100,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outbreak 2017,1vs1 Undisputed Top 32 Knock-Out,LB,Kuzya,Kuzya,2,5,0,2,2,8,Reveal,Yan,Casper,Poe One,Renegade,,,,,53,64,42,58,6,,,,,-16,20,19,17,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outbreak 2017,1vs1 Undisputed Top 32 Knock-Out,Thomaz,The Wolfer,Thomaz,2,5,2,0,10,0,Reveal,Yan,Casper,Poe One,Renegade,,,,,-89,-19,-62,-9,-6,,,,,-71,-13,-37,-10,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outbreak 2017,1vs1 Undisputed Top 32 Knock-Out,Victor,Twister,Victor,2,5,2,0,7,3,Reveal,Yan,Casper,Poe One,Renegade,,,,,-79,-17,-13,6,-20,,,,,-14,-87,19,5,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outbreak 2017,1vs1 Undisputed Top 32 Knock-Out,Uzeerock,Roxrite,Uzeerock,3,5,2,1,8,7,Reveal,Yan,Casper,Poe One,Renegade,,,,,19,-24,7,-48,-19,,,,,71,95,34,84,18,,,,,-100,-89,-72,-85,-24,,,,,,,,,,,,,,,,,,
Outbreak 2017,1vs1 Undisputed Top 32 Knock-Out,Admiracles,Lussy Sky,Lussy Sky,2,5,0,2,2,8,Reveal,Yan,Casper,Poe One,Renegade,,,,,-22,-16,11,37,16,,,,,37,11,25,61,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outbreak 2017,1vs1 Undisputed Top 32 Knock-Out,Kuzya,Snake,Kuzya,2,5,2,0,10,0,Reveal,Yan,Casper,Poe One,Renegade,,,,,-23,-77,-52,-52,-32,,,,,-20,-22,-72,-36,-39,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outbreak 2017,1vs1 Undisputed Top 32 Knock-Out,LB,Grin,LB,2,5,2,0,9,1,Reveal,Yan,Casper,Poe One,Renegade,,,,,-78,31,-44,-22,-9,,,,,-62,-40,-61,-93,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outbreak 2017,1vs1 Undisputed Top 32 Knock-Out,The Wolfer,Spin,The Wolfer,2,5,2,0,9,1,Reveal,Yan,Casper,Poe One,Renegade,,,,,-61,-100,-56,-49,-8,,,,,17,-23,-16,-26,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outbreak 2017,1vs1 Undisputed Top 32 Knock-Out,Shigekix,Thomaz,Thomaz,2,5,0,2,2,8,Reveal,Yan,Casper,Poe One,Renegade,,,,,-18,67,50,12,6,,,,,15,100,57,23,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outbreak 2017,1vs1 Undisputed Top 32 Knock-Out,Tirock,Twister,Twister,2,5,0,2,2,8,Reveal,Yan,Casper,Poe One,Renegade,,,,,77,45,-26,-44,6,,,,,25,85,28,23,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outbreak 2017,1vs1 Undisputed Top 32 Knock-Out,Victor,Kido,Victor,2,5,2,0,10,0,Reveal,Yan,Casper,Poe One,Renegade,,,,,-100,-84,-36,-74,-28,,,,,-100,-100,-49,-83,-14,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outbreak 2017,1vs1 Undisputed Top 32 Knock-Out,Roxrite,Kerry,Roxrite,1,5,1,0,5,0,Poe One,Renegade,Casper,Reveal,Yan,,,,,-44,-10,-27,-72,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outbreak 2017,1vs1 Undisputed Top 32 Knock-Out,Uzeerock,CRO,Uzeerock,1,5,1,0,5,0,Poe One,Renegade,Casper,Reveal,Yan,,,,,-98,-5,-100,-49,-59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outbreak 2017,1vs1 Undisputed Top 32 Knock-Out,Lussy Sky,Shifter,Lussy Sky,1,5,1,0,5,0,Poe One,Renegade,Casper,Reveal,Yan,,,,,-60,-14,-71,-100,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outbreak 2017,1vs1 Undisputed Top 32 Knock-Out,Admiracles,Tricky,Admiracles,1,5,1,0,4,1,Poe One,Renegade,Casper,Reveal,Yan,,,,,-49,-8,-40,10,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outbreak 2017,1vs1 Undisputed Top 32 Knock-Out,Snake,Baby OG,Snake,1,5,1,0,4,1,Poe One,Renegade,Casper,Reveal,Yan,,,,,-88,5,-100,-11,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outbreak 2017,1vs1 Undisputed Top 32 Knock-Out,Kuzya,Noindex,Kuzya,1,5,1,0,5,0,Poe One,Renegade,Casper,Reveal,Yan,,,,,-34,-10,-16,-10,-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outbreak 2017,1vs1 Undisputed Top 32 Knock-Out,Grin,Shane,Grin,1,5,1,0,3,2,Poe One,Renegade,Casper,Reveal,Yan,,,,,-100,-7,22,-18,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outbreak 2017,1vs1 Undisputed Top 32 Knock-Out,Sapa,LB,LB,1,5,0,1,2,3,Poe One,Renegade,Casper,Reveal,Yan,,,,,67,-6,100,16,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outbreak 2017,1vs1 Undisputed Top 32 Knock-Out,Alvarone,Spin,Spin,1,5,0,1,1,4,Poe One,Renegade,Casper,Reveal,Yan,,,,,88,6,-100,19,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outbreak 2017,1vs1 Undisputed Top 32 Knock-Out,The Wolfer,Kid Karam,The Wolfer,1,5,1,0,3,2,Poe One,Renegade,Casper,Reveal,Yan,,,,,-22,15,-16,35,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outbreak 2017,1vs1 Undisputed Top 32 Knock-Out,Thomaz,Motindonfan,Thomaz,1,5,1,0,4,1,Poe One,Renegade,Casper,Reveal,Yan,,,,,-90,-34,-100,18,-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outbreak 2017,1vs1 Undisputed Top 32 Knock-Out,Andre,Shigekix,Shigekix,1,5,0,1,0,5,Poe One,Renegade,Casper,Reveal,Yan,,,,,100,40,10,100,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outbreak 2017,1vs1 Undisputed Top 32 Knock-Out,Bee D,Twister,Twister,1,5,0,1,0,5,Poe One,Renegade,Casper,Reveal,Yan,,,,,86,13,100,73,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outbreak 2017,1vs1 Undisputed Top 32 Knock-Out,Tirock,Mowgly,Tirock,1,5,1,0,5,0,Poe One,Renegade,Casper,Reveal,Yan,,,,,-56,-21,-100,-17,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outbreak 2017,1vs1 Undisputed Top 32 Knock-Out,Kido,Pluto,Kido,1,5,1,0,3,2,Poe One,Renegade,Casper,Reveal,Yan,,,,,-11,-8,-9,7,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outbreak 2017,1vs1 Undisputed Top 32 Knock-Out,Vision,Victor,Victor,1,5,0,1,0,5,Poe One,Renegade,Casper,Reveal,Yan,,,,,29,56,100,100,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austrian Hip Hop Championshop 2017,1vs1 B-Boying ADULTS Top 8 Knock-Out,BeNasty,Killian,BeNasty,2,3,2,0,4,2,Chris Cross,Kometrock,Parrish,,,,,,,-12,-3,14,,,,,,,-22,6,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austrian Hip Hop Championshop 2017,1vs1 B-Boying ADULTS Top 8 Knock-Out,Bboy Changer,Killian,Killian,2,3,0,2,0,6,Chris Cross,Kometrock,Parrish,,,,,,,16,23,3,,,,,,,52,12,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austrian Hip Hop Championshop 2017,1vs1 B-Boying ADULTS Top 8 Knock-Out,BeNasty,Mogli,BeNasty,2,3,2,0,6,0,Chris Cross,Kometrock,Parrish,,,,,,,-12,-4,-4,,,,,,,-56,-5,-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austrian Hip Hop Championshop 2017,1vs1 B-Boying ADULTS Top 8 Knock-Out,Donjelo,Killian,Killian,1,3,0,1,1,2,Chris Cross,Kometrock,Parrish,,,,,,,-3,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austrian Hip Hop Championshop 2017,1vs1 B-Boying ADULTS Top 8 Knock-Out,Bboy Changer,Shyguy,Bboy Changer,1,3,1,0,2,1,Chris Cross,Kometrock,Parrish,,,,,,,18,-10,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austrian Hip Hop Championshop 2017,1vs1 B-Boying ADULTS Top 8 Knock-Out,Mogli,Blanco,Mogli,1,3,1,0,3,0,Chris Cross,Kometrock,Parrish,,,,,,,-22,-20,-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austrian Hip Hop Championshop 2017,1vs1 B-Boying ADULTS Top 8 Knock-Out,Ghostface,BeNasty,BeNasty,1,3,0,1,0,3,Chris Cross,Kometrock,Parrish,,,,,,,21,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austrian Hip Hop Championshop 2017,1vs1 B-Boying JUNIORS Top 8 Knock-Out,Lil Chris,Marox,Marox,3,3,1,2,4,5,El Vasi,Kometrock,Parrish,,,,,,,30,-3,36,,,,,,,-15,-8,30,,,,,,,7,-7,37,,,,,,,,,,,,,,,,,,,,
Austrian Hip Hop Championshop 2017,1vs1 B-Boying JUNIORS Top 8 Knock-Out,Marox,Airwalk,Marox,2,3,2,0,4,2,El Vasi,Kometrock,Parrish,,,,,,,5,-3,-5,,,,,,,-6,8,-38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austrian Hip Hop Championshop 2017,1vs1 B-Boying JUNIORS Top 8 Knock-Out,Lil Chris,Tik,Lil Chris,2,3,2,0,5,1,El Vasi,Kometrock,Parrish,,,,,,,-18,-10,-4,,,,,,,6,-20,-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austrian Hip Hop Championshop 2017,1vs1 B-Boying JUNIORS Top 8 Knock-Out,Infinity,Airwalk,Airwalk,1,3,0,1,0,3,El Vasi,Kometrock,Parrish,,,,,,,5,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austrian Hip Hop Championshop 2017,1vs1 B-Boying JUNIORS Top 8 Knock-Out,Marox,Bboy Dream,Marox,1,3,1,0,2,1,El Vasi,Kometrock,Parrish,,,,,,,-7,28,-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austrian Hip Hop Championshop 2017,1vs1 B-Boying JUNIORS Top 8 Knock-Out,K.Y.S.,Tik,Tik,1,3,0,1,0,3,El Vasi,Kometrock,Parrish,,,,,,,7,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austrian Hip Hop Championshop 2017,1vs1 B-Boying JUNIORS Top 8 Knock-Out,Lil Chris,Bboy Ghost,Lil Chris,1,3,1,0,3,0,El Vasi,Kometrock,Parrish,,,,,,,-25,-15,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BC One Austria 2017,1vs1 B-Boying Top 36 Knock-Out,El Vasi,Jaekwon,Jaekwon,1,3,0,1,0,3,Lil Zoo,Lil G,Lamine,,,,,,,19,60,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BC One Austria 2017,1vs1 B-Boying Top 36 Knock-Out,Alex,Patrix,Alex,1,3,1,0,2,1,Lil Zoo,Lil G,Lamine,,,,,,,54,-42,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BC One Austria 2017,1vs1 B-Boying Top 36 Knock-Out,Marci Marc,Cicov,Cicov,1,3,0,1,0,3,Lil Zoo,Lil G,Lamine,,,,,,,100,51,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BC One Austria 2017,1vs1 B-Boying Top 36 Knock-Out,Showtime,Dr. Ill,Dr. Ill,1,3,0,1,0,3,Lil Zoo,Lil G,Lamine,,,,,,,33,50,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BC One Austria 2017,1vs1 B-Boying Top 36 Knock-Out,Blanco,Intus,Intus,1,3,0,1,1,2,Lil Zoo,Lil G,Lamine,,,,,,,39,60,-43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BC One Austria 2017,1vs1 B-Boying Top 36 Knock-Out,Harlekin,Kidoum,Harlekin,1,3,1,0,3,0,Lil Zoo,Lil G,Lamine,,,,,,,-41,-40,-35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BC One Austria 2017,1vs1 B-Boying Top 36 Knock-Out,Donjelo,Jedi Jul,Donjelo,1,3,1,0,3,0,Lil Zoo,Lil G,Lamine,,,,,,,-41,-40,-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BC One Austria 2017,1vs1 B-Boying Top 36 Knock-Out,Coolboy,Lil Sunji,Coolboy,1,3,1,0,2,1,Lil Zoo,Lil G,Lamine,,,,,,,-49,31,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BC One Austria 2017,1vs1 B-Boying Top 36 Knock-Out,Vitali,Koda,Vitali,1,3,1,0,3,0,Lil Zoo,Lil G,Lamine,,,,,,,-46,-40,-37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BC One Austria 2017,1vs1 B-Boying Top 36 Knock-Out,Jaekwon,Uncrowned,Jaekwon,1,3,1,0,3,0,Lil Zoo,Lil G,Lamine,,,,,,,-60,-65,-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BC One Austria 2017,1vs1 B-Boying Top 36 Knock-Out,Patrix,Funky chicken,Patrix,1,3,1,0,3,0,Lil Zoo,Lil G,Lamine,,,,,,,-48,-40,-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BC One Austria 2017,1vs1 B-Boying Top 36 Knock-Out,Cicov,Hoomi,Cicov,1,3,1,0,2,1,Lil Zoo,Lil G,Lamine,,,,,,,50,-46,-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BC One Austria 2017,1vs1 B-Boying Top 36 Knock-Out,Dr. Ill,Guti,Dr. Ill,1,3,1,0,3,0,Lil Zoo,Lil G,Lamine,,,,,,,-64,-40,-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BC One Austria 2017,1vs1 B-Boying Top 36 Knock-Out,Intus,Bgirl Fancy,Intus,1,3,1,0,3,0,Lil Zoo,Lil G,Lamine,,,,,,,-50,-35,-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BC One Austria 2017,1vs1 B-Boying Top 36 Knock-Out,Kidoum,Mellow,Kidoum,1,3,1,0,2,1,Lil Zoo,Lil G,Lamine,,,,,,,-40,-20,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BC One Austria 2017,1vs1 B-Boying Top 36 Knock-Out,Jedi Jul,Elli Funk,Jedi Jul,1,3,1,0,3,0,Lil Zoo,Lil G,Lamine,,,,,,,-37,-25,-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BC One Austria 2017,1vs1 B-Boying Top 36 Knock-Out,Amin,Lil Sunji,Lil Sunji,1,3,0,1,1,2,Lil Zoo,Lil G,Lamine,,,,,,,38,35,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BC One Austria 2017,1vs1 B-Boying Top 36 Knock-Out,Sinaia,Koda,Koda,1,3,0,1,0,3,Lil Zoo,Lil G,Lamine,,,,,,,44,55,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BC One Austria 2017,1vs1 B-Boying Top 36 Knock-Out,El Vasi,Kid Lavic,El Vasi,1,3,1,0,2,1,Lil Zoo,Lil G,Lamine,,,,,,,-70,-25,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BC One Austria 2017,1vs1 B-Boying Top 36 Knock-Out,Alex,MadMax,Alex,1,3,1,0,2,1,Lil Zoo,Lil G,Lamine,,,,,,,59,-36,-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BC One Austria 2017,1vs1 B-Boying Top 36 Knock-Out,Zappel,Marci Marc,Marci Marc,1,3,0,1,1,2,Lil Zoo,Lil G,Lamine,,,,,,,70,38,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BC One Austria 2017,1vs1 B-Boying Top 36 Knock-Out,Showtime,LackiStrike,Showtime,1,3,1,0,2,1,Lil Zoo,Lil G,Lamine,,,,,,,-43,-40,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BC One Austria 2017,1vs1 B-Boying Top 36 Knock-Out,Blanco,Sophiela,Blanco,1,3,1,0,3,0,Lil Zoo,Lil G,Lamine,,,,,,,-44,-31,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BC One Austria 2017,1vs1 B-Boying Top 36 Knock-Out,Harlekin,Phreez,Harlekin,1,3,1,0,3,0,Lil Zoo,Lil G,Lamine,,,,,,,-46,-40,-42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BC One Austria 2017,1vs1 B-Boying Top 36 Knock-Out,Donjelo,Fabmasta,Donjelo,1,3,1,0,3,0,Lil Zoo,Lil G,Lamine,,,,,,,-44,-40,-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BC One Austria 2017,1vs1 B-Boying Top 36 Knock-Out,FeeLing,Coolboy,Coolboy,1,3,0,1,0,3,Lil Zoo,Lil G,Lamine,,,,,,,61,45,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BC One Austria 2017,1vs1 B-Boying Top 36 Knock-Out,Leeto,Vitali,Vitali,1,3,0,1,0,3,Lil Zoo,Lil G,Lamine,,,,,,,85,50,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urban Art Session 2017,1vs1 Breakbattle Top 8 Knock-Out,Blanco,Rock'n'Rolli,Rock'n'Rolli,4,3,1,3,4,8,Lilou,Storm,Knuffelbunt,,,,,,,-15,2,-26,,,,,,,18,18,30,,,,,,,14,7,-12,,,,,,,-6,3,17,,,,,,,,,,,
Urban Art Session 2017,1vs1 Breakbattle Top 8 Knock-Out,Rock'n'Rolli,El Vasi,Rock'n'Rolli,3,3,2,1,6,3,Lilou,Storm,Knuffelbunt,,,,,,,12,-3,-15,,,,,,,5,-29,12,,,,,,,-21,-14,-12,,,,,,,,,,,,,,,,,,,,
Urban Art Session 2017,1vs1 Breakbattle Top 8 Knock-Out,Mogli,Blanco,Blanco,3,3,1,2,4,5,Lilou,Storm,Knuffelbunt,,,,,,,-3,-9,-39,,,,,,,20,3,-36,,,,,,,29,4,19,,,,,,,,,,,,,,,,,,,,
Urban Art Session 2017,1vs1 Breakbattle Top 8 Knock-Out,El Vasi,Harlekin,El Vasi,3,3,2,1,4,5,Lilou,Storm,Knuffelbunt,,,,,,,16,15,12,,,,,,,-5,3,-13,,,,,,,3,-9,-14,,,,,,,,,,,,,,,,,,,,
Urban Art Session 2017,1vs1 Breakbattle Top 8 Knock-Out,Ghostface,Rock'n'Rolli,Rock'n'Rolli,3,3,1,2,2,7,Lilou,Storm,Knuffelbunt,,,,,,,15,11,31,,,,,,,-7,-5,7,,,,,,,7,6,23,,,,,,,,,,,,,,,,,,,,
Urban Art Session 2017,1vs1 Breakbattle Top 8 Knock-Out,Blanco,Fee Ling,Blanco,2,3,2,0,5,1,Lilou,Storm,Knuffelbunt,,,,,,,-25,-8,-6,,,,,,,-9,-5,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urban Art Session 2017,1vs1 Breakbattle Top 8 Knock-Out,Mogli,Intus,Mogli,2,3,2,0,5,1,Lilou,Storm,Knuffelbunt,,,,,,,17,-5,-9,,,,,,,-15,-8,-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dance & Style Battle 2017,1vs1 Breaking Adults Top 16 Knock-Out,Beat the Young Hustler,Intus,Beat the Young Hustler,3,3,3,0,9,0,Goofy,High-Knee,Jaekwon,,,,,,,-13,-21,-9,,,,,,,-11,-10,-8,,,,,,,-36,-7,-10,,,,,,,,,,,,,,,,,,,,
Dance & Style Battle 2017,1vs1 Breaking Adults Top 16 Knock-Out,Intus,Honza,Intus,3,3,2,1,5,4,Goofy,High-Knee,Jaekwon,,,,,,,-10,-8,8,,,,,,,3,16,-6,,,,,,,-11,6,-3,,,,,,,,,,,,,,,,,,,,
Dance & Style Battle 2017,1vs1 Breaking Adults Top 16 Knock-Out,Beat the Young Hustler,Harlekin,Beat the Young Hustler,2,3,2,0,5,1,Goofy,High-Knee,Jaekwon,,,,,,,-9,-4,-10,,,,,,,9,-5,-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dance & Style Battle 2017,1vs1 Breaking Adults Top 16 Knock-Out,Fee Ling,Honza,Honza,2,3,0,2,0,6,Goofy,High-Knee,Jaekwon,,,,,,,11,19,13,,,,,,,9,24,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dance & Style Battle 2017,1vs1 Breaking Adults Top 16 Knock-Out,Intus,ShowTime,Intus,2,3,2,0,5,1,Goofy,High-Knee,Jaekwon,,,,,,,-11,7,-7,,,,,,,-10,-13,-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dance & Style Battle 2017,1vs1 Breaking Adults Top 16 Knock-Out,Uncrowned,Harlekin,Harlekin,2,3,0,2,0,6,Goofy,High-Knee,Jaekwon,,,,,,,10,6,3,,,,,,,9,16,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dance & Style Battle 2017,1vs1 Breaking Adults Top 16 Knock-Out,Amigo,Beat the Young Hustler,Beat the Young Hustler,3,3,1,2,2,7,Goofy,High-Knee,Jaekwon,,,,,,,-11,14,-6,,,,,,,13,12,13,,,,,,,10,12,7,,,,,,,,,,,,,,,,,,,,
Dance & Style Battle 2017,1vs1 Breaking Adults Top 16 Knock-Out,Honza,Tronix,Honza,2,3,2,0,6,0,Goofy,High-Knee,Jaekwon,,,,,,,-11,-35,-26,,,,,,,-8,-32,-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dance & Style Battle 2017,1vs1 Breaking Adults Top 16 Knock-Out,Kidoum,Fee Ling,Fee Ling,2,3,0,2,0,6,Goofy,High-Knee,Jaekwon,,,,,,,8,13,14,,,,,,,6,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dance & Style Battle 2017,1vs1 Breaking Adults Top 16 Knock-Out,AirWalk,ShowTime,ShowTime,2,3,0,2,0,6,Goofy,High-Knee,Jaekwon,,,,,,,10,24,17,,,,,,,7,37,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dance & Style Battle 2017,1vs1 Breaking Adults Top 16 Knock-Out,Intus,LackiStrike,Intus,2,3,2,0,6,0,Goofy,High-Knee,Jaekwon,,,,,,,-15,-12,-18,,,,,,,-13,-7,-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dance & Style Battle 2017,1vs1 Breaking Adults Top 16 Knock-Out,Harlekin,Impact,Harlekin,2,3,2,0,6,0,Goofy,High-Knee,Jaekwon,,,,,,,-10,-18,-25,,,,,,,-10,-4,-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dance & Style Battle 2017,1vs1 Breaking Adults Top 16 Knock-Out,Uncrowned,Sevone,Uncrowned,2,3,2,0,4,2,Goofy,High-Knee,Jaekwon,,,,,,,15,-7,-9,,,,,,,9,-4,-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dance & Style Battle 2017,1vs1 Breaking Adults Top 16 Knock-Out,Bboy K.Y.S.,Beat the Young Hustler,Beat the Young Hustler,2,3,0,2,0,6,Goofy,High-Knee,Jaekwon,,,,,,,15,21,21,,,,,,,17,7,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dance & Style Battle 2017,1vs1 Breaking Adults Top 16 Knock-Out,Amigo,Phreez,Amigo,2,3,2,0,4,2,Goofy,High-Knee,Jaekwon,,,,,,,9,-8,-10,,,,,,,-11,10,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dance & Style Battle 2017,1vs1 Breaking Kids Top 8 Knock-Out,Marox,¦těpis,¦těpis,3,3,1,2,3,6,Goofy,High-Knee,Jaekwon,,,,,,,-12,-5,7,,,,,,,17,12,4,,,,,,,12,13,-4,,,,,,,,,,,,,,,,,,,,
Dance & Style Battle 2017,1vs1 Breaking Kids Top 8 Knock-Out,Philmo,¦těpis,¦těpis,1,3,0,1,0,3,Goofy,High-Knee,Jaekwon,,,,,,,10,20,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dance & Style Battle 2017,1vs1 Breaking Kids Top 8 Knock-Out,Marox,bboy Majko,Marox,1,3,1,0,2,1,Goofy,High-Knee,Jaekwon,,,,,,,5,-12,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dance & Style Battle 2017,1vs1 Breaking Kids Top 8 Knock-Out,Vic,¦těpis,¦těpis,1,3,0,1,0,3,Goofy,High-Knee,Jaekwon,,,,,,,13,20,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dance & Style Battle 2017,1vs1 Breaking Kids Top 8 Knock-Out,Philmo,Li'l Chris,Philmo,1,3,1,0,2,1,Goofy,High-Knee,Jaekwon,,,,,,,6,-16,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
